Tag,Species,Site,Captured Session 1,Captured Session 2,Captured Session 3,Captured Session 4,Captured Session 5,Captured Session 6,Captured Session 7
495,Mouse,OldE,1,0,1,0,1,0,1
496,Mouse,OldE,1,0,1,0,1,0,0
497,Mouse,OldE,1,0,1,0,0,0,1
498,Mouse,OldE,1,0,0,0,0,0,0
499,Mouse,OldE,1,0,1,0,1,0,1
2004,Vole,OldE,0,0,0,0,0,0,1
2005,Vole,OldE,0,0,0,0,0,0,1
2006,Vole,OldE,0,0,0,0,0,0,1
2053,Mouse,OldE,0,0,0,0,0,0,1
2054,Mouse,OldE,0,0,0,0,0,0,1
307,Mouse,OldF,1,0,0,0,0,0,1
308,Mouse,OldF,1,0,1,0,1,0,1
309,Mouse,OldF,1,1,1,0,1,1,1
310,Mouse,OldF,1,0,1,1,1,0,0
311,Mouse,OldF,1,0,1,0,1,0,1
312,Mouse,OldF,1,0,1,0,1,0,1
313,Mouse,OldF,1,1,0,0,0,0,0
314,Mouse,OldF,1,0,1,1,1,1,1
315,Mouse,OldF,1,0,1,0,0,0,0
316,Mouse,OldF,1,0,1,0,1,0,1
317,Mouse,OldF,1,0,1,0,1,0,1
318,Mouse,OldF,1,0,1,0,1,0,0
319,Chip,OldF,1,1,1,1,0,1,1
320,Mouse,OldF,1,0,1,0,1,0,0
321,Mouse,OldF,1,0,1,0,1,0,1
322,Mouse,OldF,1,0,1,0,1,0,1
323,Mouse,OldF,1,0,1,0,1,0,1
324,Mouse,OldF,1,0,1,1,0,0,1
325,Mouse,OldF,1,0,1,0,1,0,1
326,Chip,OldF,0,0,0,0,0,1,0
328,Mouse,OldF,1,0,1,0,0,0,1
329,Mouse,OldF,1,0,1,0,0,0,0
330,Chip,OldF,1,1,1,1,1,1,1
331,Vole,OldF,1,0,0,0,0,0,1
332,Mouse,OldF,1,0,1,0,1,0,0
333,Mouse,OldF,1,0,1,0,1,0,0
334,Mouse,OldF,1,0,1,0,1,0,1
335,Mouse,OldF,1,0,1,0,1,0,1
336,Mouse,OldF,1,0,1,0,1,0,1
337,Mouse,OldF,1,0,1,0,1,0,1
338,Mouse,OldF,1,0,1,0,1,0,1
339,Mouse,OldF,1,0,1,0,1,0,1
340,Mouse,OldF,1,0,1,0,1,0,1
341,Chip,OldF,0,1,0,1,0,1,0
342,Mouse,OldF,0,0,1,0,1,0,0
343,Mouse,OldF,0,0,1,0,1,0,1
344,Mouse,OldF,0,0,1,0,0,0,1
345,Chip,OldF,0,0,1,1,1,1,0
346,Chip,OldF,0,0,0,1,0,1,0
347,Mouse,OldF,0,0,0,0,1,0,0
348,Mouse,OldF,0,0,0,0,1,0,0
349,Chip,OldF,0,0,0,0,1,1,0
350,Mouse,OldF,0,0,0,0,1,0,1
353,Chip,OldF,0,0,0,0,0,1,0
359,Mouse,OldF,1,0,1,0,1,0,1
360,Mouse,OldF,1,0,1,0,1,0,1
361,Mouse,OldF,1,0,1,0,1,0,1
363,Chip,OldF,0,1,0,1,1,1,1
364,Chip,OldF,0,1,0,1,0,0,0
365,Mouse,OldF,0,0,1,0,0,0,1
366,Mouse,OldF,0,0,1,0,1,0,1
367,Mouse,OldF,0,0,1,0,0,0,1
368,Mouse,OldF,0,0,1,0,1,0,1
369,Mouse,OldF,0,0,1,0,1,0,1
370,Chip,OldF,0,0,0,1,0,0,0
371,Mouse,OldF,0,0,0,0,1,0,0
372,Mouse,OldF,0,0,0,0,1,0,0
373,Chip,OldF,0,0,0,0,1,1,1
375,Mouse,OldF,0,0,0,0,1,0,1
379,Chip,OldF,0,0,0,0,0,1,0
380,Chip,OldF,0,0,0,0,1,1,0
386,Mouse,OldF,0,0,0,0,1,0,1
387,Mouse,OldF,0,0,0,0,1,0,0
388,Chip,OldF,0,0,0,0,1,1,0
389,Mouse,OldF,0,0,0,0,1,0,0
423,Mouse,OldF,1,0,1,0,1,0,1
424,Mouse,OldF,1,0,1,0,1,1,0
2018,Mouse,OldF,0,0,0,0,0,0,1
2024,Mouse,OldF,0,0,0,0,0,0,1
2055,Mouse,OldF,0,0,0,0,0,0,1
2217,Chip,OldF,0,0,0,0,0,0,1
201,Mouse,OldG,1,0,1,0,1,0,1
202,Mouse,OldG,1,0,1,0,0,0,1
203,Mouse,OldG,1,0,1,0,1,0,1
204,Mouse,OldG,1,0,1,0,1,1,1
205,Mouse,OldG,1,0,0,0,1,0,1
206,Mouse,OldG,1,0,1,0,1,1,0
207,Mouse,OldG,1,0,1,0,1,0,1
208,Mouse,OldG,1,0,1,0,1,0,1
209,Mouse,OldG,1,0,1,0,1,0,0
210,Mouse,OldG,1,0,1,0,1,1,1
211,Mouse,OldG,1,0,1,0,1,0,1
212,Mouse,OldG,1,0,1,0,0,0,1
213,Mouse,OldG,0,0,1,0,1,0,0
214,Mouse,OldG,0,0,1,0,0,0,0
215,Mouse,OldG,0,0,1,1,0,0,0
216,Mouse,OldG,0,0,1,1,1,0,0
217,Mouse,OldG,0,0,1,0,0,0,1
218,Mouse,OldG,0,0,1,0,0,0,0
220,Mouse,OldG,0,0,0,0,1,0,0
221,Mouse,OldG,0,0,0,0,1,0,0
226,Mouse,OldG,1,0,1,0,1,0,1
227,Mouse,OldG,1,0,0,0,0,0,0
228,Mouse,OldG,1,1,1,1,1,0,0
229,Mouse,OldG,1,0,1,0,0,0,0
230,Mouse,OldG,1,1,1,0,1,0,1
231,Mouse,OldG,1,0,1,0,0,0,0
232,Mouse,OldG,1,0,1,1,1,0,1
233,Mouse,OldG,1,0,0,0,1,0,0
234,Mouse,OldG,1,0,1,0,1,0,1
235,Mouse,OldG,1,0,1,0,1,1,1
236,Mouse,OldG,1,0,0,0,1,0,1
237,Mouse,OldG,1,0,1,0,1,0,1
238,Mouse,OldG,1,0,1,0,0,0,0
239,Mouse,OldG,1,0,1,0,1,0,1
240,Mouse,OldG,1,0,1,0,1,0,1
241,Mouse,OldG,1,0,1,0,1,0,1
242,Mouse,OldG,0,0,1,0,0,0,1
243,Mouse,OldG,0,0,1,1,1,0,1
244,Mouse,OldG,0,0,1,0,0,0,0
245,Mouse,OldG,0,0,1,0,1,0,0
246,Mouse,OldG,0,0,1,0,1,0,1
247,Mouse,OldG,0,0,1,0,1,0,1
248,Mouse,OldG,0,0,1,0,1,0,1
249,Mouse,OldG,0,0,1,0,0,0,1
250,Mouse,OldG,0,0,0,0,1,0,1
251,Mouse,OldG,0,0,0,0,1,0,0
252,Mouse,OldG,0,0,0,0,1,0,1
253,Mouse,OldG,0,0,0,0,1,0,0
254,Mouse,OldG,0,0,0,0,1,0,1
255,Chip,OldG,0,0,0,0,0,1,1
256,Chip,OldG,0,0,0,0,0,1,1
354,Mouse,OldG,1,0,1,1,0,0,0
355,Mouse,OldG,1,0,0,0,1,0,1
356,Mouse,OldG,1,0,1,0,0,0,0
357,Mouse,OldG,1,0,0,0,1,0,1
358,Mouse,OldG,1,0,1,1,1,0,1
376,Mouse,OldG,1,0,1,0,1,0,1
381,Mouse,OldG,1,0,1,0,1,0,1
382,Mouse,OldG,1,0,1,0,1,0,1
383,Mouse,OldG,1,0,1,0,1,1,1
384,Mouse,OldG,1,0,1,0,0,0,0
385,Mouse,OldG,1,1,1,1,1,0,0
390,Mouse,OldG,1,0,1,0,1,0,1
391,Mouse,OldG,1,0,1,0,0,0,1
392,Mouse,OldG,1,0,1,0,0,0,0
393,Mouse,OldG,1,0,1,0,1,0,1
394,Mouse,OldG,1,0,1,1,1,1,0
395,Mouse,OldG,1,0,1,0,1,1,0
396,Mouse,OldG,1,0,1,0,1,0,1
398,Mouse,OldG,1,0,0,0,1,0,1
399,Mouse,OldG,1,0,1,0,1,1,0
400,Mouse,OldG,1,0,1,0,1,0,1
2007,Vole,OldG,0,0,0,0,0,0,1
2021,Mouse,OldG,0,0,0,0,0,0,1
2022,Mouse,OldG,0,0,0,0,0,0,1
2023,Mouse,OldG,0,0,0,0,0,0,1
2056,Mouse,OldG,0,0,0,0,0,0,1
2057,Mouse,OldG,0,0,0,0,0,0,1
2058,Mouse,OldG,0,0,0,0,0,0,1
2065,Mouse,OldG,0,0,0,0,0,0,1
